OBJECTID,BikeAge,CrashDay,CrashHour,CrashLocation,Light,RoadCondition,RoadConfig,SpeedLimit,Weather
246,46,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
247,36,Monday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
248,,Saturday,21,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
249,11,Wednesday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
250,45,Wednesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
251,10,Wednesday,16,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
252,18,Wednesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
253,6,Wednesday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
254,12,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
255,52,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
256,7,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
257,24,Friday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
258,37,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
259,26,Thursday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
260,23,Friday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
261,53,Sunday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
262,,Saturday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
263,30,Sunday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
264,9,Sunday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
265,14,Sunday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
266,46,Monday,13,Non-Roadway,Daylight,Dry,Unknown,40 - 45  MPH,Clear
267,13,Monday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
268,44,Monday,8,Intersection,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Cloudy
269,18,Monday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Clear
270,,Monday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
271,13,Monday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
272,11,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
273,17,Monday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
274,45,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
275,28,Wednesday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
276,47,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
277,15,Saturday,22,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
278,61,Thursday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
279,54,Friday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
280,20,Friday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
281,20,Friday,5,Non-Intersection,Dawn,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
282,39,Tuesday,6,Intersection,Dawn,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
283,20,Wednesday,10,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
284,12,Saturday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
285,8,Monday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
286,52,Monday,20,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
287,32,Monday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
288,56,Saturday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
289,49,Tuesday,20,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Cloudy
290,35,Tuesday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
291,6,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
292,23,Wednesday,1,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
293,26,Wednesday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
294,8,Thursday,20,Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
295,9,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
296,22,Thursday,15,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
297,18,Friday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
298,29,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
299,24,Thursday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
300,13,Friday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
301,32,Friday,9,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
302,47,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
303,21,Friday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
304,42,Saturday,2,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
305,44,Saturday,5,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
306,48,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
307,8,Monday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
308,42,Sunday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",40 - 45  MPH,Clear
309,54,Monday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
310,999,Sunday,17,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Clear
311,28,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
312,10,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
313,47,Wednesday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
314,5,Wednesday,18,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
315,36,Wednesday,19,Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
316,34,Tuesday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
317,17,Wednesday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Cloudy
318,47,Wednesday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
319,45,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
320,5,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
321,25,Friday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
322,55,Friday,19,Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
323,30,Saturday,11,Non-Intersection,Daylight,Dry,Unknown,40 - 45  MPH,Clear
324,26,Friday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
325,13,Saturday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
326,18,Saturday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
327,9,Sunday,14,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
328,51,Monday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
329,40,Tuesday,18,Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
330,45,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
331,11,Sunday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
332,18,Monday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
333,9,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
334,37,Monday,9,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
335,68,Tuesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
336,7,Tuesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
337,54,Tuesday,19,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
338,16,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
339,28,Tuesday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
340,15,Wednesday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
341,,Wednesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
342,16,Wednesday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
343,25,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
344,48,Saturday,14,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
345,51,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
346,56,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
347,17,Thursday,14,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
348,52,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
349,7,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
350,7,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
351,12,Sunday,18,Non-Intersection,Dawn,Wet,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Rain
352,12,Thursday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
353,57,Friday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
354,29,Saturday,1,Non-Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
355,18,Saturday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
356,7,Saturday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
357,8,Sunday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
358,42,Saturday,6,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
359,40,Sunday,11,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
360,14,Sunday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
361,47,Sunday,18,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",50 - 55  MPH,Clear
362,27,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
363,59,Monday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
364,16,Monday,21,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
365,36,Wednesday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
366,23,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
367,999,Wednesday,21,Non-Roadway,Dusk,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
368,26,Wednesday,22,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
369,17,Wednesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
370,11,Friday,21,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
371,33,Tuesday,17,Unknown Location,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
372,22,Thursday,23,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
373,31,Thursday,21,Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
374,16,Sunday,20,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
375,10,Monday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
376,15,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
377,12,Friday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
378,48,Friday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
379,22,Wednesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
380,25,Monday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
381,8,Saturday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
382,52,Sunday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
383,10,Saturday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
384,44,Monday,6,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
385,14,Monday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
386,66,Tuesday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
387,26,Tuesday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
388,7,Tuesday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
389,14,Wednesday,12,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Clear
390,19,Wednesday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",Unknown,Clear
391,45,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
392,13,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
393,13,Thursday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
394,36,Thursday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
395,32,Thursday,1,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
396,26,Friday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
397,28,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Clear
398,44,Thursday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
399,4,Monday,16,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
400,15,Friday,18,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
401,51,Saturday,22,Non-Roadway,Dark - Unknown Lighting,Dry,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
402,38,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
403,47,Saturday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
404,11,Sunday,22,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
405,29,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Cloudy
406,28,Sunday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
407,9,Saturday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
408,29,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
409,51,Monday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
410,18,Monday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
411,55,Saturday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
412,11,Sunday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
413,20,Monday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
414,13,Monday,14,Intersection,Daylight,Unknown,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
415,20,Monday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
416,32,Tuesday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
417,29,Monday,19,Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
418,6,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
419,4,Wednesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
420,9,Tuesday,17,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
421,56,Monday,6,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
422,48,Thursday,21,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
423,13,Thursday,15,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
424,22,Tuesday,13,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
425,8,Thursday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
426,6,Tuesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
427,14,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
428,19,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
429,16,Friday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
430,20,Saturday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
431,41,Friday,14,Intersection,Daylight,Wet,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Rain
432,31,Friday,23,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
433,15,Sunday,16,Intersection,Daylight,Dry,"One-Way, Not Divided",40 - 45  MPH,Clear
434,,Monday,13,Non-Intersection,Daylight,"Sand, Mud, Dirt, Gravel","Two-Way, Not Divided",5 - 15 MPH,Clear
435,13,Thursday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
436,42,Monday,9,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
437,15,Tuesday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
438,22,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
439,7,Thursday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
440,11,Friday,19,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
441,27,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
442,13,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
443,45,Sunday,22,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
444,31,Wednesday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
445,14,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
446,17,Thursday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
447,17,Friday,12,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",50 - 55  MPH,Clear
448,22,Saturday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
449,37,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
450,46,Wednesday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
451,11,Saturday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
452,30,Sunday,0,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
453,20,Sunday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
454,14,Sunday,21,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
455,23,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
456,53,Monday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
457,23,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
458,60,Monday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
459,12,Monday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
460,22,Monday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
461,24,Monday,19,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Cloudy
462,16,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
463,16,Friday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
464,53,Saturday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
465,25,Saturday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
466,999,Saturday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
467,49,Monday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
468,,Tuesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
469,38,Monday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
470,22,Tuesday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
471,22,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
472,999,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
473,13,Wednesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
474,16,Thursday,17,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
475,35,Wednesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
476,16,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
